,best_seller,sci_fi,verb.body,verb.change,verb.cognition,verb.communication,verb.competition,verb.consumption,verb.contact,verb.creation,verb.emotion,verb.motion,verb.perception,verb.possession,verb.social,verb.stative,verb.weather
0,0,0,0.0279948382011,0.0426259854335,0.0680868183403,0.113874934094,0.00594415718762,0.00916551489913,0.104503792627,0.00679024670605,0.0439908736989,0.136617847577,0.0634901018805,0.101240149045,0.0930190121496,0.181667180119,0.00098854804097
1,0,1,0.0206313523584,0.0506279216787,0.0651767857585,0.113037136008,0.0106417613332,0.0092468869894,0.0859260036204,0.0115631825723,0.027562929303,0.133418146029,0.0634781961935,0.103140838457,0.0962599646361,0.207761415081,0.00152747998112
2,1,0,0.024400292067,0.0416486262155,0.073124941271,0.119266458566,0.00635693183733,0.00880629003631,0.0938089510755,0.00770199433527,0.0446297444245,0.128267254531,0.0581633924139,0.0997988352696,0.100604117411,0.192345410717,0.00107675982806
3,1,1,0.0168857211843,0.0476177652788,0.0664964044785,0.113390290716,0.0102456653426,0.00941015236229,0.0789946888776,0.0122712437064,0.0234044963478,0.121652661397,0.0630096429525,0.114283361102,0.0998019032979,0.221340139594,0.00119586336211
